x,y,z,category,noise
657.0748069556879,456.276988920757,704.8170994782936,0,0
981.6243290688553,425.9542014059359,425.9593931619801,0,0
999.3909407130633,742.6841699637614,351.53916373366326,0,0
671.5725505131878,353.45445826923776,352.7233204609052,0,0
576.5151885976865,-105.0323375322846,-45.46691273820261,0,0
322.1890707689997,179.71467746431398,599.3737319633537,0,0
212.8575751084229,53.39035558942925,963.4788359613917,0,0
428.60326487759653,521.3542933115899,49.4550639371767,0,0
327.8510671652418,535.0768027447532,136.02387231201675,0,0
618.8061450384048,310.061368903696,407.7583371417976,0,0
309.723662217138,1085.7417923289859,495.73180277369596,0,0
165.52243584468124,760.1115400029078,113.93533991382117,0,0
566.0484680505994,-119.70210540444157,79.99069290211861,0,0
562.2529888342067,733.5236368700432,554.1914087268497,0,0
463.42880201668225,404.7826510043852,32.45029397933962,0,0
272.3652740991821,354.33323051864454,834.2914000039541,0,0
608.6616440727615,-57.522249728336305,602.4843496435853,0,0
378.22629073127865,285.93846807559737,693.4290263456178,0,0
826.0306757633213,794.4966316040102,234.61611742912118,0,0
402.21846115981157,604.7546948758211,808.4944561985158,0,0
348.47180123336295,441.28947656862886,150.14616270377718,0,0
121.72625157242601,756.9432256467113,928.8807544175638,0,0
477.2284001220501,817.3449664247984,614.3593523120226,0,0
295.9952211878908,614.2833249782282,986.3698674657414,0,0
488.67081168702816,994.7837678904815,-328.43614179984854,0,0
759.9083928422215,527.5266999272721,405.445573539565,0,0
529.0173053717922,-128.52447766875173,430.5336496524422,0,0
612.9289107056878,967.3511321781984,336.1085666822655,1,1
244.33187411818275,341.3304910240488,789.4755666880094,0,0
603.9602289832385,332.47511423812443,662.3094137426334,0,0
530.6986165607202,806.3124414196168,277.99131849795543,0,0
396.38413137310613,376.0045146980296,37.19593741993168,1,1
593.641453688418,582.552925528364,501.61701697066934,0,0
425.81703487648326,52.42047215580328,366.98026929647875,0,0
391.624154057199,246.2976514279582,448.9969797094221,0,0
627.7720998076508,1096.464353832262,555.2063517479181,0,0
581.4445846950235,476.45813436818725,-106.76873491142908,0,0
491.6155763982455,519.0464647363759,1278.9455503898187,0,0
439.170121838422,595.3576424144729,489.02317461161994,0,0
130.43155497063327,861.3923055871601,737.7821031208045,0,0
750.1462654613724,212.4264367265215,943.6025111284522,0,0
56.695770124866954,685.5805077435934,1192.6828891089044,0,0
186.76491074539416,320.92093406730805,531.5125285621931,0,0
340.7870186549681,9.637167349951824,521.6815163543788,0,0
164.0700697770033,649.7630763422478,209.2525283865025,0,0
990.1322943713335,252.31356113917843,398.15520621028355,0,0
757.256732265045,110.76652694424803,571.9291469781999,0,0
913.3548330518288,-8.330832174817715,558.3863526147395,0,0
582.1821554513925,747.2341001630076,108.84184002608453,0,0
82.43495512219914,665.0524152863624,593.914799757771,0,0
579.2127944680667,609.5565433297621,284.95730145901166,0,0
573.4450678023754,592.6776535122714,274.10224692656135,0,0
1090.0097055504643,649.8391260451676,123.27675643156005,1,1
707.6204809285693,191.77859284645376,748.8980059077237,0,0
866.3800916664964,240.47746385811917,804.6462811848804,0,0
630.5327903794885,759.9582479265019,1099.8186075010726,0,0
422.4014642693316,261.64769657913087,218.71083907977896,0,0
242.01813609181949,475.6182986758984,607.8817268684999,0,0
587.4973133495452,761.5783109292115,504.111559222543,0,0
959.6478340488045,416.3081608640703,1360.1930187385192,0,0
697.8533876534079,228.94298081002722,161.3540576939435,0,0
652.5711740371007,429.33486260850594,725.7867811816608,0,0
649.6508768140071,476.9694756490817,232.22031425813617,0,0
20.963246280782016,358.79957421473046,770.8170775484251,0,0
567.7023864244749,106.06280896736399,554.764617298647,0,0
621.8480541991117,220.49973747274584,548.6121468338561,0,0
518.4072129968816,138.5610560934221,613.142297671999,0,0
677.3356379902373,842.490875111077,833.241468738957,0,0
64.3426934611,203.43368271298885,662.8684519692797,0,0
662.4733834678045,662.8723792327027,1718.3406723524645,0,0
680.5314308367119,859.0973855597913,801.6818464455791,0,0
705.9880002033452,400.30311107356755,740.0071410721268,0,0
255.61120888530016,425.1113810393869,346.5145695639959,0,0
525.890876192688,1231.9593076308997,-90.48110041428913,0,0
717.0145269084223,-9.985537166202164,350.76204036924923,0,0
844.3564145816922,520.3271268380779,159.18717653910238,0,0
273.8011059971625,714.9076779356844,269.03779167884727,0,0
568.4502162186635,514.41108112606,293.9458777408174,0,0
1177.9746498323518,700.4627962632028,-140.40631604429575,0,0
558.9620314237364,290.72474466611186,769.5630891408932,0,0
249.3829373634123,463.71715143420084,659.6909990989117,0,0
773.7758309698913,120.43294863871472,394.22142146014545,0,0
349.80910527139883,293.39915630971996,1058.285650409045,0,0
628.0664617348598,101.27348391415194,790.253433028997,0,0
1171.0847133200937,826.4941828340817,19.5330299132832,0,0
346.87174090827057,900.6324824491106,276.21526580904344,0,0
640.3480262775523,744.9607961965271,206.87884771992873,0,0
481.1764296312201,-524.9787300133814,176.0601846455997,0,0
420.1309377179384,105.41631189387402,1016.2137798629345,0,0
47.74958695926682,360.8457150237866,541.3438006829324,0,0
955.7706324211181,45.94051962439465,867.8246748557258,0,0
503.235978025738,189.6197119529063,646.1299493348935,0,0
562.9482028351903,310.1947578104715,522.0733573997111,0,0
378.15314204849307,535.8973364929643,709.3841040150127,0,0
1001.5425546347826,108.56837006496761,1174.5243789069082,0,0
-117.30436391172577,452.001338482244,686.0422359158845,0,0
588.8574306027482,303.0851219473759,434.1859657111218,1,1
344.0994157886242,313.6264995424753,768.6677731441794,1,1
612.8982095601427,280.8827466390919,784.4784589172825,0,0
597.1766409848549,757.0495719201579,699.1061221012727,0,0
237.84875965700888,322.8552010935238,736.3149873067981,0,0
693.016025481129,493.3903356345264,537.1021763163374,0,0
904.0331157133097,312.9287012689673,673.0073826410636,1,1
436.0610692158107,431.16315939959884,847.463749254923,0,0
761.0195680742594,757.2543348256529,912.8286467687399,0,0
506.64199791729885,715.6524646411513,401.8850366931614,0,0
602.5104014652469,458.84515265469923,530.6728173222947,0,0
688.2051765831416,241.25590123230813,1161.6709538320706,0,0
181.86937087424025,116.03984745505198,866.2268143267353,0,0
750.3457251507709,697.3640154732407,698.7002966813556,0,0
496.1272303817045,216.26325455619343,523.9715060914955,0,0
285.8626647363864,808.35993489763,453.49637277129284,0,0
238.954865605142,398.36887326463267,630.5803913036648,0,0
321.7346440179581,239.99108113654654,577.0606624969602,0,0
577.4652315305162,339.69049215490554,351.04460890596124,1,1
573.3806332949525,42.07552368433733,54.92087487927506,0,0
272.8079889056353,432.50208405150545,598.3176049067905,0,0
966.5486005650101,771.2157866480176,449.42299596964835,0,0
493.986547056821,182.97237865430577,494.14563236316064,0,0
408.71812347282355,602.0525693878842,238.4066067404479,0,0
664.2317879871179,984.6946023458818,465.6070212218283,0,0
627.0324004621251,718.2426927287482,373.12294649532043,0,0
570.864264904077,503.98206676801567,530.8878944373375,0,0
255.55284294222704,507.7507976505889,657.4808871207513,0,0
958.8919012626405,803.3480703380517,1180.8960783655245,1,1
257.343394429447,775.8520062005657,557.9778328916852,0,0
1192.4764895885435,244.39363894689984,234.4566377716294,0,0
310.4554027643143,-171.63480015120422,333.74166402175877,0,0
259.94117432645777,547.5586911201844,608.0727287429157,0,0
1093.2973131511758,800.5504071187233,317.5670457629311,0,0
215.8963355227571,655.558500666356,82.50560232261677,0,0
1079.1581140780772,872.9717145263223,351.63363166543604,0,0
-41.740705020715836,928.1320363542411,463.77932061585034,0,0
891.4318870745692,-4.202296615999899,310.46097548503747,0,0
501.65820344754417,514.856568212369,357.6768013928039,0,0
696.9624426699881,162.3887766624049,454.97565352508855,0,0
538.0408188778381,662.679843246705,725.0323831623941,0,0
144.3569437296071,14.870502973500209,904.0368870804589,0,0
605.086917624399,263.30777465104075,990.5173239720923,0,0
536.5795311872454,872.9265139864516,521.3512185411681,0,0
1151.6657126092655,1055.087513203929,421.27062350817823,0,0
807.2377113471507,704.0857947783066,932.7992999386,0,0
194.86440968351718,716.9485205678966,834.7032109739632,0,0
-56.1622587971824,125.8208039192956,-144.86183596272804,0,0
414.8060785939294,726.9067845730397,975.0870143439693,0,0
523.4308268856537,1015.0134556763034,63.57359899212446,0,0
-38.656823469592496,482.43427527054627,621.4521589223311,0,0
489.66101284972166,-153.78259666477015,471.81776899753856,0,0
87.4905240182498,711.7690540793249,615.9285443888973,0,0
202.78391484531744,337.5010127006583,165.04727423822976,0,0
480.1791290933528,802.0425222402453,188.28605446270092,0,0
659.3935035707793,332.317817928674,249.2715955182358,0,0
466.15402837559213,172.62763309523825,324.92071701328643,0,0
121.19775006567068,1121.3006396192848,511.1513142618384,0,0
278.7273657825076,567.6663891439655,464.47875178524055,0,0
430.12327718197355,694.2165635166658,739.54497088879,0,0
332.2408072217541,317.91028412918683,413.02101627059574,0,0
-227.93138747121168,20.854515312272042,932.243596019884,0,0
1020.1844652103368,421.24788955340557,682.3233204085776,0,0
598.425941043698,1473.627599889916,854.0406731314554,0,0
459.5489058117827,197.83158113018231,-8.002931081021984,0,0
564.3408510359553,260.8208934935743,50.24388670476691,0,0
295.53570124892224,157.9844909770489,1033.5210302129924,0,0
778.7989707717527,497.47882944719254,967.9994288709058,0,0
524.4660070879098,227.63802110836667,981.6541243214414,0,0
670.4183191984362,171.99396580778836,439.8096250430225,0,0
223.1051958485727,62.72033022846347,792.8830567908847,0,0
1103.8105586112451,57.73410050758389,678.0265040548637,1,1
294.24875389114857,345.9574281219953,312.6685927359945,0,0
226.78212904498338,515.3438860084929,237.2305010159061,0,0
585.5259578203636,484.11331487999,424.4379929453486,0,0
213.00317063452496,317.60889063181696,738.8756798115996,0,0
658.4039232018952,190.86988877931105,531.4116330391863,0,0
737.6094714376791,-27.91230262572276,671.8255797787862,1,1
290.4599689988752,680.4391422613969,258.6362620346639,0,0
-70.75383461691854,-14.674109229390751,515.2057952617677,1,1
582.1314665036886,214.0299738713465,701.9406666343687,0,0
